STANOX,LOCATION,STANME
13701,"HORDEN SIG NS7148",HORDN148
13702,"DURHAM STN",DURHAM
13800,"TURSDALE JN",TURSDLEJN
13800,"TURSDALE SIDING",TURSDLEJN
14001,"BOLDON NORTH JN","BOLDON NJ"
14002,"BOLDON WEST JN","BOLDON WJ"
14003,"BROCKLEY WHINS STN",BROCKLYWS
14005,"EAST BOLDON UP LOOP",EBOLDONUL
14006,"EAST BOLDON STN",ESTBOLDON
14007,"BOLDON EAST JN",BOLDONEJN
14008,"SEABURN STN",SEABURN
14009,"GREEN LANE JN (PTA BOUNDARY)",GREENLNJN
14022,"MONKWEARMOUTH SIGNALBOX",MONKWRMTH
14023,"ST PETERS SUNDERLAND T&WM","ST PETERS"
14030,"UNIVERSITY SUNDERLAND T&WM",UNIVRSTY
14031,"SUNDERLAND STN",SUNDERLND
14032,"SUNDERLAND MIDDLE DOCK SDGS",SUNDLDBDS
14032,"SUNDERLAND BURDON DOCK SIDINGS",SUNDLDBDS
14034,"PARK LANE SUNDERLAND T&WM","PARK LANE"
14037,"PALLION STN T&WM",PALLION
14038,"MILLFIELD STN T&WM",MILLFIELD
14039,"STADIUM OF LIGHT STN T&WM",STDMLIGHT
14040,"SOUTH HYLTON T&WM",STHHYLTON
14125,"SOUTH DOCK SUNDERLAND (PSA)",SOUTHDOCK
14127,"SOUTH DOCK SUNDERLAND(EUROMTL)",STHDKDISP
14131,"SOUTH DOCK SUNDERLAND (P'FINA)",SOUTHDCK
14142,"SUNDERLAND LONDONDERRY SDGS",STHDKLNDY
14144,"SUNDERLAND HENDON N0 1 SDG",LONDONDRY
14147,"RYHOPE GRANGE JN",RYHOPEGJN
14148,"RYHOPE GRANGE SDGS    (FLHH)",RYHOPGSDS
14154,"SEAHAM HARBOUR (LAFARGE)","SEAHAM HB"
14155,"SEAHAM HARBOUR  (DBS)",SEAHAMHBR
14156,"SEAHAM STN",SEAHAM
14157,"HALL DENE","HALL DENE"
14159,"POLKA SDG    DAWDON","POLKA SDG"
14161,"DAWDON SB","DAWDON SB"
14185,"BLACKHILLS FARM",BLACKHLSF
14215,"HARTLEPOOL CEMETERY NORTH JN",CEMETERYN
14216,"HARTLEPOOL CEMETERY NTH JN",STEETLEY
14217,"HARTLEPOOL CEMETERY NTH JN RP",STEETLYRP
14223,"HARTLEPOOL DOCK (T & H PA)",HARTLPHPA
14224,"HARTLEPOOL DOCK (LINKFLOW)",HRTLNK
14225,"HARTLEPOOL STN",HARTLEPOL
14226,"CLARENCE ROAD JN",CLARNCRDJ
14238,"CLIFFE HOUSE HARTLEPOOL","CLIFF HSE"
14239,"SEATON CAREW STN",SEATONCRW
14240,"HARTLEPOOL SOUTH WORKS (CORUS)","HARTPL SW"
14241,"HARTLEPOOL STH WKS (CORUS 20"")",HARTLPLSW
14242,"HARTLEPOOL STH WKS REPAIR SDG",HARTLPOSW
14243,"HARTLEPOOL STH WKS RAMCO PIPE)","HARTLP SW"
14244,"SEATON SNOOK JN",SEATONSKJ
14251,"SEATON-ON-TEES ABLE UK",SEATONABL
14252,"HARTLEPOOL PWR SEATON ON TEES",SEATON
14261,GREATHAM,GREATHAM
14998,"SEAL SANDS RUN ROUND LOOP","SEALSD LP"
15000,"SEAL SANDS BRANCH JN","SEALSD BJ"
15001,"SEAL SANDS (BASF)","SEAL SDS"
15002,"SEAL SANDS (SIMON STORAGE)",SEALSANDS
15003,"PORT CLARENCE REFINERY",PTCLARNCP
15004,"PORT CLARENCE (DBS)",PTCLARENC
15005,"PORT CLARENCE (GBRF)",PRTCLRNGB
15006,"PORT CLARENCE (MARCROFT)",PTCLAREPC
15007,"PORT CLARENCE (FLHH)",PTCLARCE
15008,"PHILLIPS LOOP               ",PHILLPSLP
15015,"BELASIS LANE S.B. BILLINGHAM","BELASIS L"
15016,"HAVERTON HILL EXCHGE SDS",HAVTONHIL
15017,"HAVERTON HILL EX SDS RP (DRS)",HAVTNHREP
15018,"HAVERTON HILL EXCHGE SDS RP",HVRTWRP
15019,"HAVERTON HILL EXCHGE SDS (FLHH)","HAVTN HIL"
15020,"HAVERTON HILL EXCHANGE SDGS",HAVTNHILL
15021,"BILLINGHAM EAST GRID",BLNGMAR
15022,"BILLINGHAM (WABTEC)",BLNGRFS
15029,"BILLINGHAM JN",BILNGHMJN
15032,"NORTON SOUTH JN",NORTONSJN
15033,"NORTON EAST JN",NORTONEJN
15035,"NORTON WEST JN",NORTONWJN
15039,"BILLINGHAM STN",BILLINGHM
15102,"COXHOE RAISBY HILL",COXHOEBDG
15111,"THRISLINGTON GBRF",THRISLNGB
15112,"FERRYHILL THRISLINGTON QUARRY",THRISLGTN
15113,"FERRYHILL (THOMPSON)",FERRYHILL
15114,"FERRYHILL YARD (DBS)",FERRYHLYD
15115,"FERRYHILL YARD (MARCROFT)",FERYHILYD
15120,"FERRYHILL SOUTH JN",FHILSTHJN
15123,"PRESTON MANNOR","PRESTN MR"
15125,AYCLIFFE,AYCLIFFE
15135,STILLINGTON,STILLNGTN
15221,"STOCKTON THOMPSON (DC)",STOCKTNDC
15222,"STOCKTON MILLFIELD (DRS)",STOCKTDRS
15223,"STOCKTON STN",STOCKTON
15224,"STOCKTON MILLFIELD (THOMSON)",STOCKTHMS
15225,"STOCKTON MILLFIELD THOMSON DIS",STOCKTDIS
15226,"STOCKTON SIGNAL B907",STKTNS907
15227,"HARTBURN JN       STOCKTON",HARTBURNJ
15228,"STOCKTON THOMSON GBRF",STOCKTHGB
15229,"STOCKTON CUT JN",STOCKTNCJ
15315,"THORNABY SIG TY176",THRNBY176
15316,"THORNABY STN",THORNABY
15317,"THORNABY EAST JN","THRNBY EJ"
15318,"TEES YARD DN STAGING SDS (FLHH)",TEESDNSTG
15319,"BOWESFIELD JN",BOWSFLDJ
15399,"TEES YARD FUELLING POINT","TEESYD FP"
15400,"TEES YARD (DBS)","TEES YARD"
15401,"THORNABY TMD",THRNBYTMD
15401,TMD,THRNBYTMD
15402,"TEES SHOPS  DBS",TEESSHOPS
15403,"TEES YARD GRADING POINT","TEES YDGP"
15403,"TEES YARD BALLAST STKING SITE","TEES YDGP"
15404,"TEES YARD (CTT FWD)","TEES YD"
15405,"THORNABY TMD WHEEL LATHE RD",THRNBYWLR
15406,"TEES YARD EAST END","TEESYD EE"
15407,"THORNABY UP GOODS NO.1.",THRNBYUG1
15408,"THORNABY TMD (FLT)","THRBY TMD"
15409,"TEES YARD SECTIONAL SDGS RP","TEESYD RP"
15410,"TEES SIGNAL TY137",TEESTY137
15414,"NEWPORT EAST GOODS (FLHH)",NEWPORTEG
15415,"NEWPORT EAST JN",NEWPORTEJ
15418,"MIDDLESBROUGH GOODS (CASTLE)",MIDDBROCC
15419,"MIDDLESBROUGH GOODS (MARCROFT)",MIDDBROMR
15421,"MIDDLESBROUGH GOODS DEPOT",MIDDLSGDS
15422,"MIDDLESBROUGH (COBRA CONT)",MIDLSBRO
15423,"MIDDLESBROUGH (FLHH)",MDLSFHH
15424,"MIDDLESBROUGH AYRTON (DAWSON) (DRS)",MDLSDWDRS
15425,"MIDDLESBROUGH AYRTON (DAWSON)",MIDDBRODW
15426,"MIDDLESBROUGH AYRTON (FLHH)","MIDDBRO D"
15427,"MIDDLESBROUGH SDGS    (DAWSON)",MIDDLSSDS
15428,"MIDDLESBROUGH (DRS)",MIDBRODRS
15429,"MIDDLESBROUGH DAWSON GBRF",MDLSDAWGB
15449,"MIDDLESBROUGH STN",MIDDLSBRO
15451,"MIDDLESBROUGH SDG",MIDDBROSD
15452,"MIDDLESBROUGH WEST DOCK",MIDDBROWD
15453,"MIDDLESBROUGH SIGNAL 221",MIDBRO221
15454,"GUISBOROUGH JN","GUISBRO J"
15501,"NUNTHORPE STN",NUNTHORPE
15502,"MARTON STN",MARTON
15503,"GYPSY LANE STN",GYPSYLANE
15504,"JAMES COOK UNI HOSPITAL STN",JAMESCOOK
15506,"GREAT AYTON STN","GRT AYTON"
15511,"BATTERSBY STN",BATTERSBY
15512,"KILDALE STN",KILDALE
15513,"COMMONDALE STN",COMMONDLE
15515,"DANBY STN",DANBY
15516,"LEALHOLM STN",LEALHOLM
15517,"CASTLETON MOOR STN",CASTLTNMR
15518,"GLAISDALE STN",GLAISDALE
15519,"EGTON STN",EGTON
15520,"PICKERING STN (NYMR)",PICKERING
15521,"GROSMONT (NYMR)",GROSMNT
15522,"GROSMONT STN",GROSMONT
15524,"SLEIGHTS STN",SLEIGHTS
15526,"RUSWARP STN",RUSWARP
15527,LEVISHAM,LEVISHAM
15528,"NEWTON DALE HALT",NEWTNDALE
15529,GOATHLAND,GOATHLAND
15531,"WHITBY STN",WHITBY
15607,"CARGO FLEET (STOCKTON HAULAGE)",CARGOFLET
15619,"WHITEHOUSE JN       (TEESSIDE)",WHTEHSEJN
15620,"CARGO FLEET","CARGO FLT"
15624,"SOUTH BANK JN","SOUTHBK J"
15625,"SOUTH BANK STN",SOUTHBANK
15627,"LACKENBY SSI C&W (GBRF)",LACKYCWGB
15628,"BEAM MILL JN",BEAMMILLJ
15629,"SOUTH BANK TEES DOCK (DRS)",TEESDKDRS
15630,"SLAG ROAD LEVEL CROSSING","SLAG RDLC"
15631,"SOUTH BANK TEES DOCK (FLT)",TEEDKEBFL
15632,"SOUTH BANK TEES DK (CLEVELAND)","TEESDK CL"
15633,"SOUTH BANK TEES DOCK (TDHC CT)","TEESDK CT"
15634,"SOUTH BANK TEES DOCK (CORUS)","TEESDK EB"
15635,"SOUTH BANK TEES DOCK","TEESDK CP"
15636,"GRANGETOWN (CLEVELAND)",GRANGETWN
15637,"GRANGETOWN JN",GRANGTWNJ
15638,"LACKENBY SSI GBRF",LACKNBYGB
15639,"SOUTH BANK TEES DOCK (FLHH)",TEESDKCPA
15640,"SOUTH BANK LACKENBY (CORUS)",LACKENBY
15641,"SOUTH BANK LACKENBY (MARCROFT)","LACKBY ME"
15642,"SOUTH BANK LACKENBY (DBS)",LACKEBY
15643,"SHELL JN","SHELL JN"
15644,"REDCAR ORE TERMINAL JN",REDCAROTJ
15645,"TOD POINT JN       REDCAR OT","TOD PT JN"
15646,"SOUTH BANK WILTON WORKS CHP",WILTWKCHP
15647,"WILTON REPAIR SDGS",WILTNREPS
15648,"SOUTH BANK WILTON WORKS",WLTNWKS
15649,"SOUTH BANK WILTON (FLT)",WILTONFLT
15650,"SOUTH BANK WILTON WORKS (FLHH)",WILTONWKS
15651,"REDCAR ORE TERMINAL","REDCAR OT"
15652,"REDCAR MINERAL TERMINAL","REDCAR MT"
15653,"REDCAR (MARCROFT)","REDCAR MR"
15654,"REDCAR HIGH LEVEL (FLHH)",REDCARFLT
15655,"REDCAR TRAIN EXAMINATION POINT",REDCARTXP
15656,"BRITISH STEEL REDCAR",BSREDCAR
15657,"REDCAR MINERAL TERMINAL (GBRF)",REDCARMGB
15658,"REDCAR MINERAL TERM GBRf",REDCRMTGB
15659,"WILTON FREIGHTLINER C&W",WILTNCWFL
15660,"WILTON POWER STATION GBRF",WILTNPSGB
15661,"REDCAR CENTRAL STN",REDCARCTL
15662,"REDCAR CENTRAL DOWN LOOP","REDCAR LP"
15663,"REDCAR MINERAL TERMINAL (COLAS)",REDCRMTCR
15664,"REDCAR EAST STN",REDCAREST
15666,"LONGBECK STN",LONGBECK
15668,"MARSKE STN",MARSKE
15671,"SALTBURN STN",SALTBURN
15673,"SALTBURN WEST JN","SALTBN WJ"
15681,"SKINNINGROVE WORKS BROTTON",SKINNINGV
15682,"CRAG HALL SIG C1",CRAGHALC1
15683,"CRAG HALL SIGNAL BOX","CRAG HALL"
15684,"BOULBY MINE CARLIN HOW",BOLBYMIN
15685,"BOULBY MINE C&W",BOULBYMIN
15686,"BOULBY MINE CARLIN HOW (FLHH)",BOULBMINE
15687,"BOULBY MINE C&W (FLHH)",BOULBMIN
15700,"EAGLESCLIFFE (MARSHALLS)",EAGLESCMS
15701,"EAGLESCLIFFE STN",EAGLESCLF
15702,"ALLENS WEST STN",ALLENSWST
15704,"EAGLESCLIFFE DOWNS GOODS LOOP",EAGLCFDGL
15705,"URLAY NOOK CROSSOVER","URLAY NK"
15711,"TEES-SIDE AIRPORT STN",TEESAIRPT
15714,"DINSDALE STN",DINSDALE
15811,"EASTGATE (LAFARGE)",EASTGATE
15816,STANHOPE,STANHOPE
15826,"BISHOP AUCKLAND STN",BISHOPAUK
15827,"BISHOP AUCKLAND WEST",BISHPAUKW
15828,"WOLSINGHAM COAL HANDLING PLANT",WOLSINGHM
15830,"SHILDON NRM",SHILDNNRM
15831,"SHILDON STN",SHILDON
15833,"NEWTON AYCLIFFE STN",NTONACLIF
15834,"HEIGHINGTON STN",HEIGHTON
15835,"MERCHANT PARK SDGS",MRCHNTPKS
15846,"NORTH ROAD STN",NORTHROAD
15848,"DARLINGTON HOPETOWN",HOPETOWNJ
15861,"DARLINGTON UP S.S. (GBRF)",DTONUPSGB
15862,"DARLINGTON UP SDGS (FLHH)",DTONUPSFL
15863,"DARLINGTON SOUTH JN","DTON SJN"
15864,"DARLINGTON UP SIDINGS",DTONUPSDG
15865,"DARLINGTON NORTH JUNCTION","DTON NJN"
15866,"DARLINGTON STN",DARLINGTN
15867,"DARLINGTON DOWN PASSING LOOP","DLTN DNLP"
15869,"DARLINGTON SOUTH JUNCTION",DTONSJN
15870,"DARLINGTON UP STATION LOOP","DLTN UPLP"
15871,"DARLINGTON PARK LANE","DTONPK LN"
15872,"DARLINGTON DOWN BYPASS","DTON BPL"
15873,"DARLINGTON (CLEVELAND)",DLTNCBE
15874,"EAST COWTON CROSSOVERS","E COWTON"
15875,"DANBY WISKE","DANBY WKE"
15876,"YARM STN",YARM
15877,PICTON,PICTON
15878,"REDMIRE REVERSING LINE",NOALLTHRS
15879,"LONG LANE","LONG LANE"
15880,"NORTHALLERTON EAST JUNCTION",NOALLTHEJ
15881,"NORTHALLERTON LOW GATES","LOW GATES"
15882,"BOROUGHBRIDGE ROAD LC",BOROBRDLC
15883,"NORTHALLERTON STN",NOALLERTN
15884,"CASTLE HILLS JUNCTION",CASTLEHLJ
15885,"NORTHALLERTON LONGLANDS JN",LONGLNDJN
15886,"NORTHALLERTON UP SDGS",NTHLRTNUS
15901,AINDERBY,AINDERBY
15902,SCRUTON,SCRUTON
15903,"LEEMING BAR","LEEMG BAR"
15904,BEDALE,BEDALE
15905,WENSLEY,WENSLEY
15906,REDMIRE,TESTRED
15907,"REDMIRE (MOD)",REDMIRE
16001,"THIRSK STN",THIRSK
16002,"THIRSK SIDINGS",THIRSKSDG
16003,PILMOOR,PILMOOR
16005,TOLLERTON,TOLLERTON
16006,"TOLLERTON GPL673",TOLRTN673
16101,"HORNBEAM PARK STN",HORNBEAMP
16102,"HARROGATE STN",HARROGATE
16103,"HARROGATE SDGS",HAGTSDGS
16104,"HARROGATE SHUNT SIG LH4138",HAGT4138
16109,"STARBECK STN",STARBECK
16113,"KNARESBOROUGH STN",KNARESBRO
16115,HOPPERTON,HOPPERTON
16116,"CATTAL STN",CATTAL
16118,"HAMMERTON STN",HAMMERTON
16121,"HESSAY DRS",HESSAYDRS
16124,"POPPLETON STN",POPPLETON
16201,"SCARBOROUGH STN",SCARBORO
16202,"LONDESBOROUGH RD ES",LONDSBRES
16215,"SEAMER STN",SEAMER
16222,"WEAVERTHORPE LEVEL CROSSING",WEAVERTLC
16228,KNAPTON,KNAPTON
16232,"MALTON STN",MALTON
16233,"KIRKHAM ABBEY SIGNAL BOX",KIRKHMABY
16234,"BARTON HILL",BARTONHIL
16235,"STRENSALL SB",STRENSALL
16239,HAXBY,HAXBY
16245,BOOTHAM,BOOTHAM
16401,BENINGBROUGH,BENINGBRO
16403,"SKELTON BRIDGE JUNCTION",SKELTONBJ
16409,"YORK (NRM)",YORKNRM
16412,"YORK LHS","YORK LHS"
16413,"YORK DMUD","YORK DMUD"
16414,"YORK FUELLING POINT","YORK FP"
16415,"YORK SCARBOROUGH BRIDGE JN",SCARBROBJ
16416,"YORK STN",YORK
16417,"YORK YARD NORTH RS SIG 252",YORKYN252
16420,"YORK UP ARRIVALS (FHH)",YORKUPARR
16421,"SKELTON JUNCTION YORK","SKELTON J"
16422,"YORK YARD NORTH SIDINGS",YORKYDNTH
16423,"YORK YARD NTH REC SDGS (FLHH)",YORKYDNRC
16424,"YORK WAREHOUSE YARD","YORKWH YD"
16425,"YORK ENGINEERS TRIANGLE",YORKENGTG
16426,"YORK PARCEL SIDING","YORK P SD"
16427,"YORK PARCEL SPUR",YORKPSPUR
16429,"YORK WORKS","YORK WKS"
16431,"YORK KLONDYKE SIDINGS",KLONDKSDG
16435,"YORK LEEMAN ROAD SDGS (DCR)",YORKLRDDC
16436,"YORK CONCRETE YARD",YORKCONCY
16437,"YORK OUTSTATION REPAIR SHOPS","YORK WWKS"
16438,"YORK NO. 3 SHED STORE",YORKCOMPD
16439,"YORK LEEMAN ROAD PER WAY YARD",YORKLEERD
16440,"YORK YARD SOUTH (FLHH)",YORKYDSTH
16441,"YORK UP YARD","YORK UPYD"
16442,"YORK YARD SOUTH RECEPTION",YORKUPREC
16443,"YORK PLANT DEPOT (FL)",YORKGRSHD
16444,"YORK YARD SOUTH JUNCTION",YORKYDSJN
16444,"YORK SIG Y246",YORKYDSJN
16445,"YORK YARD SOUTH (FLHH)",YRKUPREC
16446,"YORK HOLGATE JUNCTION",HOLGATEJN
16447,"YORK HOLGATE SIDINGS","HOLGTE SD"
16448,"YORK HOLGATE SIDINGS (FLHH)",HOLGATESD
16449,"YORK HOLGATE SIDINGS (GBRF)",HOLGTESGB
16460,"COLTON JUNCTION",COLTONJN
16461,"COLTON NORTH JN",COLTONNJN
16465,"RYTHER VIADUCTS",RYTHERVIA
16470,"HAMBLETON NORTH JUNCTION","HMBLTN NJ"
16471,"HAMBLETON SOUTH JUNCTION","HMBLTN SJ"
16480,"TEMPLE HIRST JUNCTION",TEMPLHJ
16491,"COLTON SOUTH JUNCTION","COLTON SJ"
16493,ULLESKELF,ULLESKELF
16495,"CHURCH FENTON",CHURCHFEN
16496,"CHURCH FENTON NORTH JN",CHFENTNNJ
16497,"SHERBURN IN ELMET",SHERBURN
16498,"SHERBURN JUNCTION",SHERBURNJ
16500,"MILFORD SIG M5235",MILFRD235
16501,"MILFORD DOWN SIDINGS",MILFRDDS
16502,"MILFORD WEST SIDINGS",MILFORDWS
16503,"MILFORD SIGNALBOX",MILFORDSB
16504,"MILFORD DOWN SIDINGS","MILFRD DS"
16505,"MILFORD DOWN AND UP LOOPS(FLHH)",MILFDD&UL
16506,"MILFORD LOOP",MILFORDLP
16507,"GASCOIGNE WOOD SIG 5926",GASWD5926
16508,"GASCOIGNE WOOD DOWN SDGS",GASWDWSDS
16509,"GASCOIGNE WOOD (BARDON AGG)","GASWD DN"
16510,"GASCOIGNE WD UP MINE SD (FLHH)",GASWUPFHH
16511,"GASCOIGNE WOOD UP SIDINGS",GASWDWSUS
16512,"GASCOIGNE WOOD DN CONSTR SITE",GASWOODDN
16513,"GASCOIGNE WOOD DOWN (FLHH)","GASWD  DN"
16514,"HAMBLETON WEST JUNCTION","HMBLTN WJ"
16515,"HAMBLETON EAST JUNCTION","HMBLTN EJ"
16516,"HAGG LANE CROSSING",HAGGLANEX
16517,"SELBY WEST JUNCTION","SELBY WJ"
16518,"SELBY CANAL JUNCTION",SELBYCNLJ
16519,"BRAYTON TRAINING LINE SELBY",BRAYTNTTL
16520,"SELBY (GBRF)",SELBYPTGP
16521,"SELBY UP SIDING","SELBY US"
16522,"SELBY FREIGHT DEPOT","SELBY FD"
16523,"SELBY STN",SELBY
16524,"SELBY (POTTER GROUP)","SELBY PGP"
16525,"BARLBY LOOPS","BARLBY LP"
16526,"SELBY (FLHH)",SELBYPGRP
16527,"SELBY POTTER GRP REP PT (GBRF)",SELBYPTRP
16528,"BARLBY NORTH JN",BARLBYNJN
16529,"GASCOIGNE WOOD SDGS GBRF",GASWOODGB
16591,"GASCOIGNE WOOD JUNCTION",GASWOODJN
16595,"SOUTH MILFORD STN","STH MILFD"
16601,"PECKFIELD CROSSOVER",PECKFIELD
16602,"MICKLEFIELD STN",MICKLEFLD
16603,"EAST GARFORTH STN",ESTGARFTH
16604,"GARFORTH STN",GARFORTH
16708,"FERRYBRIDGE 'C' PWR STN (GBRF)",FERRYBGGB
16709,"FERRYBRIDGE 'C' PWR STN (FLHH)",FERRYBGEC
16710,"FERRYBRIDGE NORTH JUNCTION",FERRYBNJN
16711,"FERRYBRIDGE HOLDING SIDINGS","FERRYB HS"
16712,"FERRYBRIDGE B&C POWER STATIONS",FERRYBB&C
16713,"FERRYBRIDGE (DBS)","FERRY BGE"
16714,"FERRYBRIDGE LOCO MAINT. DEPOT",FERRYBDGE
16715,"FERRYBRIDGE SIGNAL 624","FERY S624"
16722,"PONTEFRACT BAGHILL STN",PONTBHILL
16909,"WHITWOOD JUNCTION",WHITWOODJ
16912,"CASTLEFORD CENTRAL STN",CASTLFORD
17007,KILDWICK,KILDWICK
17008,"CONONLEY STN",CONONLEY
17009,"STEETON & SILSDEN STN",STEETON&S
17010,"KEIGHLEY STATION JN",KEIGYSTNJ
17011,"KEIGHLEY STN",KEIGHLEY
17012,"KEIGHLEY K&WVR",KEIGHLWVR
17013,"OXENHOPE K&WVR",OXENHOPE
17014,"CROSSFLATTS STN",CROSSFLTS
17016,"BINGLEY STN",BINGLEY
17017,"SALTAIRE STN",SALTAIRE
17018,"SHIPLEY WEST JUNCTION",SHIPLEYWJ
17019,"BRADFORD FORSTER SQUARE STN",BRADFORSQ
17020,"SHIPLEY SOUTH JUNCTION",SHIPLEYSJ
17021,"FRIZINGHALL STN",FRIZINHAL
17022,"SHIPLEY EAST JN",SHIPLEYEJ
17033,"SHIPLEY STN",SHIPLEY
17034,"SHIPLEY (CROSSLEY EVANS)",SHIPLEYCR
17035,"SHIPLEY (ADVENZA)",SHIPLEYDC
17036,"SPRINGS JN",SPRINGSJN
17038,"BAILDON STN",BAILDON
17039,"ESHOLT JUNCTION","ESHOLT JN"
17041,"MENSTON STN",MENSTON
17045,"BURLEY IN WHARFEDALE STN",BURLEY
17050,"APPERLEY BRIDGE",APERLYBDG
17051,"GUISELEY STN",GUISELEY
17052,"SHIPLEY DOCKFIELD JUNCTION",SHIPLEYDJ
17053,"APPERLEY JUNCTION",APPERLYJN
17054,"BEN RHYDDING STN",BENRHYDNG
17055,"ILKLEY STN",ILKLEY
17093,"LEEDS SIG LD4421",LEEDS4421
17094,"LEEDS SIG LD3615",LEEDS3615
17095,"LEEDS WEST JUNCTION SIG L3631",LEEDS3631
17096,"LEEDS SIGNAL L3613",LEEDS3613
17101,"BURLEY PARK STN","BURLEY PK"
17103,"HEADINGLEY STN",HEADNGLEY
17104,"HORSFORTH TURNBACK SIDINGS",HORSFTTBS
17105,"HORSFORTH STN",HORSFORTH
17107,"WEETON STN",WEETON
17108,RIGTON,RIGTON
17109,"PANNAL STN",PANNAL
17112,"CROSS GATES STN",CROSGATES
17113,"NEVILLE HILL EAST","NHIL EAST"
17114,"NEVILLE HILL UP SIDINGS","NHIL UP"
17115,"NEVILLE HILL T&RSMD","NEVHILL D"
17116,"NEVILLE HILL FUEL POINT","NHIL FUEL"
17117,"NEVILLE HILL WEST JUNCTION",NEVHILLWJ
17117,"LEEDS SIG L190",NEVHILLWJ
17118,"NEVILLE HILL DEPOT (FLHH)",NHILLFUEL
17119,"HUNSLET EAST LEEDS (TARMAC)",HNSLTIL
17120,"HUNSLET EAST TERMINAL COMPLEX",HUNSLTETC
17121,"LEEDS HUNSLET EAST (HANSON)","HUNSLT E"
17122,"HUNSLET EAST TIP LEEDS","HUNSLET E"
17125,"LEEDS SIG 3692 ",LEEDS3692
17126,"LEEDS EAST JUNCTION","LEEDS EJ"
17126,"LEEDS EAST JUNCTION","LEEDS EJ"
17127,"LEEDS MARSH LANE (LAFARGE)","MRLN LAF"
17128,"LEEDS MARSH LANE (TARMAC)",MRLNTIL
17129,"LEEDS MARSH LANE JUNCTION",MARSHLANE
17131,"LEEDS WEST JUNCTION","LEEDS WJ"
17132,"LEEDS STN",LEEDS
17133,"LEEDS SIG L774",LEEDSL774
17134,"LEEDS WHITEHALL ROAD",LDSWHLLRD
17135,"LEEDS WHITEHALL JUNCTION",WHITEHLJN
17136,"LEEDS ARMLEY JUNCTION","ARMLEY JN"
17137,"LEEDS KIRKSTALL UP LOOP",KIRKSTLUL
17138,"LEEDS KIRKSTALL DOWN LOOP",KIRKSTLDL
17139,"LEEDS KIRKSTALL CROSSOVER",KIRKSTLXO
17140,"KIRKSTALL FORGE",KRKSTLFGE
17143,"COTTINGLEY STN",COTINGLEY
17145,"MORLEY STN",MORLEY
17148,"LEEDS SIGNAL L3629",LEEDS3629
17149,"LEEDS ENGINE SHED JN",ENGSHEDJN
17150,"HOLBECK LOCO SD",HOLBECKSD
17151,"HOLBECK JUNCTION",HOLBECKJN
17152,"COPLEY HILL WEST JUNCTION",COPLEYHWJ
17153,"HOLBECK LOCO SD (FLHH)",HOLBKSDFL
17163,"HUNSLET STATION JUNCTION",HUNSTSTNJ
17164,"HUNSLET STATION JN SIG 4487",HNSLJ4487
17165,"HUNSLET SIDINGS LEEDS",HNSLMID
17167,"HUNSLET SOUTH JUNCTION",HUNSLETSJ
17168,"HUNSLET YARD (FLHH)",HUNSLETY
17169,"HUNSLET SIDINGS LEEDS (FLHH)",HUNSLETYD
17170,"HUNSLET SIDINGS LEEDS (DBS)",HNSLSS
17171,"HUNSLET SIDINGS LEEDS (GBRF)",HUNSLETGB
17172,"LEEDS MIDLAND RD STBLG SD(FLHH)",MIDLANDRD
17173,"LEEDS MIDLAND ROAD",MIDLNDRFD
17174,"LEEDS MIDLAND RD WHEEL LATHE",MIDLNDRWL
17175,"STOURTON LEEDS",STOURTON
17176,"STOURTON SHUNT NECK SIG S912",STOURTNNK
17177,"STOURTON JN REVERSE",STOURTJRV
17178,"STOURTON SIGNAL L928",STOURT928
17179,"STOURTON SIGNAL L929",STOURT929
17180,"STOURTON ARR/DEP LINE",STOURTADL
17181,"STOURTON LEEDS",STOURTDFS
17182,"STOURTON JN LEEDS",STOURTNJN
17183,"STOURTON LEEDS",STOURTCOR
17184,"LEEDS FREIGHTLINER","LEEDS FLT"
17185,"LEEDS FREIGHTLINER C&W",LEEDSFLT
17186,"STOURTON DOWN SIDINGS (FLHH)",STOURTADF
17189,WOODLESFORD,WOODLESFD
17192,"METHLEY JUNCTION",METHLEYJN
17196,"ALTOFTS JUNCTION",ALTOFTSJN
17197,"WAKEFIELD EUROPORT (DBS INT)",WAKEFEURO
17198,"WAKEFIELD EUROPORT C&W",WAKEFLDDB
17199,"WAKEFIELD EUROPORT GF",WKFDEURGF
17201,"WAKEFIELD EUROPORT (F'LINER)",WAKEFLDFL
17202,"WAKEFIELD EUROPORT (GBRF)",WKFLDEURO
17302,"GLASSHOUGHTON STN",GLASSHGTN
17305,"PRINCE OF WALES COLLIERY",PRINWALES
17306,"PRINCE OF WALES COLLIERY (FLHH)","PRINW FLT"
17990,"KELLINGLEY COLLIERY (GBRF)",KELLINGGB
17992,"DRAX GYPSUM LOADING POINT",DRAXGYP
17993,"DRAX (GBRF)",DRAXC&WGB
17994,"SUDFORTH LANE DS (GBRF)",SUDFTLNGB
17994,"SUDFORTH LANE",SUDFTLNGB
17995,"EGGBOROUGH POWER STATION (GBRF)",EGGBOROGB
17996,"SUDFORTH LANE URS (FLHH)",SUDFURSFL
17997,"DRAX PFA LOADING POINT",DRAXPFALP
17998,"DRAX POWER STATION (GBRF)","DRAX GBRF"
17999,"WHITLEY BRIDGE JUNCTION",WHITLEYBJ
18000,"DRAX POWER STATION (FLHH)","DRAX FLT"
18001,"DRAX POWER STATION",DRAXPOWER
